"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"04-Mar-2021","EQ","352.00","357.70","347.00","359.35","349.90","349.45","352.14","361.30","84.90",13623173,"4,797,258,208.20",96719
"03-Mar-2021","EQ","350.70","361.30","350.50","345.25","358.75","359.35","357.05","361.30","84.90",20104887,"7,178,446,850.20",168134
"02-Mar-2021","EQ","344.25","349.30","338.75","344.10","344.70","345.25","343.02","354.60","84.90",12878208,"4,417,484,707.80",116292
"01-Mar-2021","EQ","342.00","347.00","334.60","340.25","345.00","344.10","341.80","354.60","84.90",14556212,"4,975,261,233.00",129407
"26-Feb-2021","EQ","343.00","349.65","334.75","350.70","340.95","340.25","341.79","354.60","84.90",20379210,"6,965,310,195.55",159341
"25-Feb-2021","EQ","337.60","354.60","337.00","332.80","350.00","350.70","346.94","354.60","84.90",35967464,"12,478,453,874.15",240253
"24-Feb-2021","EQ","334.20","337.50","328.00","333.05","333.00","332.80","333.95","338.15","84.90",14777374,"4,934,924,982.20",117562
"23-Feb-2021","EQ","321.95","338.15","316.65","316.10","334.20","333.05","329.02","338.15","84.90",50677230,"16,673,736,714.15",329561
"22-Feb-2021","EQ","310.00","328.00","310.00","308.00","314.60","316.10","320.99","328.00","84.90",45975603,"14,757,677,876.65",317856
"19-Feb-2021","EQ","308.00","313.35","302.25","309.90","309.00","308.00","307.04","313.35","84.90",17410357,"5,345,695,150.80",96804
"18-Feb-2021","EQ","306.05","312.60","305.00","303.90","309.60","309.90","309.31","312.60","84.90",16202053,"5,011,434,700.50",133048
"17-Feb-2021","EQ","302.70","308.50","301.00","302.70","304.10","303.90","304.57","308.50","84.90",18221106,"5,549,679,463.65",129930
"16-Feb-2021","EQ","293.55","307.35","293.00","291.40","302.00","302.70","302.90","307.35","84.90",27519511,"8,335,641,658.45",217537
"15-Feb-2021","EQ","292.50","296.05","289.00","290.80","291.10","291.40","292.56","297.35","84.90",8041775,"2,352,741,176.50",71677
"12-Feb-2021","EQ","297.00","297.25","286.50","295.40","291.00","290.80","291.69","297.35","84.90",15454237,"4,507,820,225.80",93994
"11-Feb-2021","EQ","280.80","297.35","279.85","279.40","294.80","295.40","290.91","297.35","84.90",47356292,"13,776,236,101.50",287892
"10-Feb-2021","EQ","281.00","283.35","274.70","278.05","279.70","279.40","279.40","285.90","84.90",16789592,"4,690,993,975.65",132892
"09-Feb-2021","EQ","278.55","285.90","275.65","278.95","278.95","278.05","281.42","285.90","84.90",22066741,"6,210,101,038.40",145738
"08-Feb-2021","EQ","264.00","280.55","263.55","262.05","278.55","278.95","274.29","280.55","84.90",27556901,"7,558,600,563.50",207524
"05-Feb-2021","EQ","264.00","266.00","255.90","261.85","262.60","262.05","261.60","275.40","84.90",12833374,"3,357,262,271.00",86179
"04-Feb-2021","EQ","259.95","267.40","258.95","257.25","262.65","261.85","263.90","275.40","84.90",21296401,"5,620,221,094.55",145683
"03-Feb-2021","EQ","254.00","263.40","252.55","255.35","257.00","257.25","257.81","275.40","84.90",15670948,"4,040,053,779.00",105090
"02-Feb-2021","EQ","244.20","257.40","243.90","241.15","254.50","255.35","252.61","275.40","84.90",18251184,"4,610,411,469.05",123738
"01-Feb-2021","EQ","227.35","243.95","226.55","226.30","242.00","241.15","234.75","275.40","84.90",12417894,"2,915,158,414.35",121835
"29-Jan-2021","EQ","230.10","234.30","225.00","229.05","226.10","226.30","229.83","275.40","84.90",14992241,"3,445,666,479.80",104054
"28-Jan-2021","EQ","225.00","232.10","224.55","231.40","228.75","229.05","228.41","275.40","84.90",13756664,"3,142,104,316.50",85256
"27-Jan-2021","EQ","240.00","240.05","229.75","240.30","230.75","231.40","233.80","275.40","84.90",14139166,"3,305,750,581.75",126056
"25-Jan-2021","EQ","240.70","243.90","233.60","239.20","240.45","240.30","239.62","275.40","84.90",8297942,"1,988,332,577.30",64528
"22-Jan-2021","EQ","247.25","249.80","235.55","248.90","239.60","239.20","240.58","275.40","84.90",16005359,"3,850,585,188.30",114993
"21-Jan-2021","EQ","252.85","254.55","246.45","252.10","250.40","248.90","251.12","275.40","84.90",8781513,"2,205,191,322.95",90360
"20-Jan-2021","EQ","251.60","253.65","248.60","251.55","251.60","252.10","251.34","275.40","84.90",11090894,"2,787,597,441.30",71252
"19-Jan-2021","EQ","246.50","252.65","243.35","243.15","251.95","251.55","247.85","275.40","84.90",10254337,"2,541,555,737.60",58663
"18-Jan-2021","EQ","252.30","254.25","240.60","253.35","242.50","243.15","243.42","275.40","84.90",17989695,"4,379,021,808.90",147618
"15-Jan-2021","EQ","262.00","263.30","251.10","261.40","253.50","253.35","255.67","275.40","84.90",17738049,"4,535,098,840.45",178249
"14-Jan-2021","EQ","262.70","265.10","259.55","262.65","261.15","261.40","261.76","275.40","84.90",7601547,"1,989,799,400.15",59248
"13-Jan-2021","EQ","265.50","268.40","258.85","264.35","261.65","262.65","263.11","275.40","84.90",13300126,"3,499,446,391.60",153390
"12-Jan-2021","EQ","260.45","270.50","260.45","264.70","263.80","264.35","266.47","275.40","84.90",13136084,"3,500,371,702.60",84048
"11-Jan-2021","EQ","267.60","269.40","258.00","268.20","263.75","264.70","262.52","275.40","84.90",13163440,"3,455,658,397.30",106214
"08-Jan-2021","EQ","273.95","274.45","265.15","272.90","267.60","268.20","268.91","275.40","84.90",20606695,"5,541,245,364.15",107247
"07-Jan-2021","EQ","261.45","275.40","261.00","259.05","271.50","272.90","270.79","275.40","84.90",32739259,"8,865,618,130.60",189225
"06-Jan-2021","EQ","250.75","260.00","247.75","250.30","259.20","259.05","254.54","260.00","84.90",18029077,"4,589,173,186.45",91495
"05-Jan-2021","EQ","251.10","252.75","247.00","254.30","249.80","250.30","249.18","258.00","84.90",12297457,"3,064,290,991.45",75525
"04-Jan-2021","EQ","240.90","258.00","239.55","238.35","254.80","254.30","248.96","258.00","84.90",24902369,"6,199,644,820.35",133973
"01-Jan-2021","EQ","239.00","240.00","237.60","240.55","238.25","238.35","238.52","255.95","84.90",5091899,"1,214,513,219.75",40872
"31-Dec-2020","EQ","236.40","241.90","234.70","237.40","239.20","240.55","238.72","255.95","84.90",10380624,"2,478,012,227.95",59390
"30-Dec-2020","EQ","236.40","239.15","232.65","235.60","236.45","237.40","235.77","255.95","84.90",8480116,"1,999,365,021.20",46855
"29-Dec-2020","EQ","241.90","242.00","234.30","239.90","234.90","235.60","236.62","255.95","84.90",9405315,"2,225,450,876.90",60636
"28-Dec-2020","EQ","239.15","241.15","237.70","236.95","240.10","239.90","239.63","255.95","84.90",8213627,"1,968,208,407.95",46115
"24-Dec-2020","EQ","237.90","244.65","236.10","236.20","237.00","236.95","239.50","255.95","84.90",14541771,"3,482,755,406.65",100324
"23-Dec-2020","EQ","231.35","237.90","227.50","231.90","237.40","236.20","232.39","255.95","84.90",13095413,"3,043,183,554.70",74719
"22-Dec-2020","EQ","233.90","239.25","227.00","232.30","231.80","231.90","231.31","255.95","84.90",18337596,"4,241,673,779.35",107536
"21-Dec-2020","EQ","246.00","249.75","228.65","249.90","231.40","232.30","239.52","255.95","84.90",16278713,"3,899,013,560.50",114541
"18-Dec-2020","EQ","246.70","251.40","245.20","245.85","249.30","249.90","248.68","255.95","84.90",18866376,"4,691,700,133.35",125033
"17-Dec-2020","EQ","251.90","254.90","244.45","251.45","246.00","245.85","249.83","255.95","84.90",13711470,"3,425,510,592.95",86717
"16-Dec-2020","EQ","248.00","252.15","245.90","244.55","251.50","251.45","248.56","255.95","84.90",19222530,"4,777,874,247.70",118904
"15-Dec-2020","EQ","245.60","246.00","242.60","246.35","244.75","244.55","244.40","255.95","84.90",15446054,"3,775,067,723.25",104618
"14-Dec-2020","EQ","245.95","248.15","244.05","243.65","245.45","246.35","245.89","255.95","84.90",10448747,"2,569,247,642.60",61615
"11-Dec-2020","EQ","244.25","248.00","240.95","242.70","243.05","243.65","244.62","255.95","84.90",12610389,"3,084,735,516.30",78306
"10-Dec-2020","EQ","239.80","245.50","238.00","241.00","242.50","242.70","242.21","255.95","84.90",19673032,"4,765,028,213.90",99010
"09-Dec-2020","EQ","246.50","248.05","239.95","245.70","241.90","241.00","242.78","255.95","84.90",14737004,"3,577,905,263.05",163870
"08-Dec-2020","EQ","251.85","253.00","244.45","251.25","245.50","245.70","247.48","255.95","84.90",14240101,"3,524,153,508.20",119500
"07-Dec-2020","EQ","252.30","253.95","248.50","252.70","251.10","251.25","250.71","255.95","84.90",17202162,"4,312,801,406.15",98458
"04-Dec-2020","EQ","244.55","255.95","243.00","242.00","252.50","252.70","251.38","255.95","84.90",41978766,"10,552,775,187.80",195280
"03-Dec-2020","EQ","234.60","243.15","233.10","231.85","241.20","242.00","238.90","243.15","84.90",28072333,"6,706,423,738.80",203260
"02-Dec-2020","EQ","229.35","236.90","228.55","229.30","231.80","231.85","232.49","236.90","84.90",20100114,"4,673,122,247.25",113927
"01-Dec-2020","EQ","230.80","231.50","222.50","226.35","229.00","229.30","227.28","231.50","84.90",16869243,"3,833,998,263.85",88844
"27-Nov-2020","EQ","230.00","230.60","220.55","229.90","225.25","226.35","226.75","231.25","84.90",42583153,"9,655,897,984.20",130415
"26-Nov-2020","EQ","224.20","231.25","220.35","223.45","230.20","229.90","225.20","231.25","84.90",16363181,"3,685,038,365.95",84060
"25-Nov-2020","EQ","226.00","230.00","222.00","226.00","222.80","223.45","226.23","230.00","84.90",18591189,"4,205,935,057.10",132795
"24-Nov-2020","EQ","220.00","227.25","218.60","218.05","225.55","226.00","223.10","227.25","84.90",18538052,"4,135,827,999.50",103409
"23-Nov-2020","EQ","217.00","221.95","215.55","215.55","217.95","218.05","218.27","227.25","84.90",22567883,"4,925,968,214.35",105750
"20-Nov-2020","EQ","214.55","220.00","212.10","213.85","214.20","215.55","215.61","227.25","84.90",17773062,"3,831,997,544.05",89324
"19-Nov-2020","EQ","217.45","227.25","212.70","219.35","213.80","213.85","220.48","227.25","84.90",28576299,"6,300,582,464.90",203693
"18-Nov-2020","EQ","212.45","220.25","210.55","213.55","218.30","219.35","216.03","221.20","84.90",16606283,"3,587,377,622.55",89013
"17-Nov-2020","EQ","210.30","216.00","210.10","209.30","212.85","213.55","213.72","221.20","84.90",22284208,"4,762,638,222.50",178679
"14-Nov-2020","EQ","212.00","212.50","207.05","210.55","208.00","209.30","210.38","221.20","84.90",1794824,"377,599,986.25",11366
"13-Nov-2020","EQ","206.00","211.05","204.30","208.60","210.30","210.55","207.79","221.20","84.90",15133046,"3,144,493,484.20",92402
"12-Nov-2020","EQ","205.05","211.40","204.25","204.05","207.95","208.60","207.42","221.20","84.90",40805593,"8,463,916,034.05",195103
"11-Nov-2020","EQ","192.50","208.25","192.10","192.35","207.30","204.05","199.46","221.20","84.90",42959437,"8,568,581,387.50",192322
"10-Nov-2020","EQ","198.05","200.65","190.10","194.70","192.00","192.35","194.11","221.20","84.90",23544708,"4,570,253,766.90",145900
"09-Nov-2020","EQ","189.85","195.75","189.30","188.15","194.65","194.70","192.29","221.20","84.90",14673743,"2,821,651,547.20",87964
"06-Nov-2020","EQ","186.00","190.35","185.40","187.35","187.50","188.15","188.12","221.20","84.90",14037270,"2,640,721,987.35",79169
"05-Nov-2020","EQ","178.90","187.95","178.10","176.50","187.10","187.35","182.95","221.20","84.90",23733769,"4,342,054,900.10",106474
"04-Nov-2020","EQ","177.00","181.20","174.10","179.75","176.55","176.50","177.08","221.20","84.90",11618409,"2,057,406,044.80",57323
"03-Nov-2020","EQ","172.45","180.40","171.85","170.75","179.20","179.75","177.37","221.20","84.90",22507173,"3,992,034,584.00",105545
"02-Nov-2020","EQ","171.50","172.50","167.65","170.65","170.20","170.75","170.29","221.20","84.90",11083051,"1,887,335,692.20",58097
"30-Oct-2020","EQ","168.20","171.95","166.90","167.90","171.10","170.65","169.76","221.20","84.90",12957793,"2,199,754,731.45",63102
"29-Oct-2020","EQ","168.50","170.50","165.30","170.45","168.20","167.90","168.07","221.20","84.90",12267601,"2,061,771,613.95",69799
"28-Oct-2020","EQ","174.45","177.10","169.25","174.45","170.45","170.45","173.12","221.20","84.90",14426026,"2,497,466,797.35",87620
"27-Oct-2020","EQ","172.90","175.40","171.05","172.40","174.55","174.45","173.59","221.20","84.90",15437839,"2,679,819,790.10",104061
"26-Oct-2020","EQ","182.30","182.90","169.60","182.25","172.60","172.40","174.78","221.20","84.90",15615757,"2,729,350,013.05",83744
"23-Oct-2020","EQ","185.60","186.60","181.65","184.45","182.05","182.25","183.93","221.20","84.90",9733886,"1,790,381,088.80",52403
"22-Oct-2020","EQ","184.90","187.70","182.10","185.95","183.70","184.45","184.63","221.20","84.90",17453750,"3,222,512,468.50",112393
"21-Oct-2020","EQ","181.10","187.50","181.00","180.80","185.75","185.95","185.24","221.20","84.90",24286914,"4,498,974,986.15",111469
"20-Oct-2020","EQ","181.80","183.15","179.30","182.70","180.30","180.80","180.78","221.20","84.90",10429257,"1,885,440,363.05",58069
"19-Oct-2020","EQ","181.00","183.85","177.70","179.80","182.30","182.70","180.93","221.20","84.90",17095601,"3,093,089,269.45",109297
"16-Oct-2020","EQ","174.10","180.55","172.35","173.65","180.00","179.80","176.40","221.20","84.90",15546424,"2,742,377,111.95",79152
"15-Oct-2020","EQ","174.90","178.25","171.70","174.20","172.80","173.65","174.56","221.20","84.90",19813787,"3,458,716,133.80",103418
"14-Oct-2020","EQ","173.00","175.00","171.05","173.25","174.40","174.20","173.10","221.20","84.90",10704122,"1,852,877,167.20",56678
"13-Oct-2020","EQ","170.45","174.90","169.75","172.15","173.50","173.25","173.07","221.20","84.90",9712363,"1,680,964,633.65",63411
"12-Oct-2020","EQ","174.00","175.00","169.70","170.00","172.00","172.15","172.18","221.20","84.90",16792494,"2,891,249,332.25",165345
"09-Oct-2020","EQ","177.00","181.45","169.25","174.25","169.85","170.00","174.88","221.20","84.90",30474584,"5,329,345,320.15",146814
"08-Oct-2020","EQ","172.85","176.45","171.55","172.85","173.80","174.25","173.94","221.20","84.90",11214159,"1,950,557,846.90",60900
"07-Oct-2020","EQ","176.90","177.95","170.80","176.90","172.20","172.85","173.68","221.20","84.90",11851391,"2,058,334,582.95",77618
"06-Oct-2020","EQ","180.60","182.40","175.60","179.05","176.65","176.90","177.86","221.20","84.90",13192336,"2,346,397,797.20",113167
"05-Oct-2020","EQ","175.00","179.90","172.80","174.10","179.35","179.05","176.87","221.20","84.90",13647877,"2,413,949,469.60",122844
"01-Oct-2020","EQ","177.20","179.25","173.50","175.25","174.55","174.10","176.55","221.20","84.90",12663081,"2,235,614,804.95",98737
"30-Sep-2020","EQ","177.50","177.70","172.70","176.40","174.45","175.25","174.57","221.20","84.90",15628518,"2,728,312,882.15",68329
"29-Sep-2020","EQ","169.45","177.30","168.10","167.70","176.60","176.40","174.26","221.20","84.90",36625394,"6,382,167,239.35",161563
"28-Sep-2020","EQ","163.95","168.70","162.10","162.05","167.85","167.70","166.54","221.20","84.90",12412823,"2,067,280,468.25",84286
"25-Sep-2020","EQ","161.95","164.85","157.65","159.10","161.60","162.05","161.10","221.20","84.90",20236970,"3,260,240,362.15",92100
"24-Sep-2020","EQ","158.00","162.30","154.40","165.45","159.50","159.10","159.90","221.20","84.90",19292855,"3,084,853,513.75",87930
"23-Sep-2020","EQ","165.50","167.45","162.30","163.45","164.60","165.45","164.83","221.20","84.90",17257416,"2,844,586,470.40",85383
"22-Sep-2020","EQ","168.00","168.95","160.80","167.15","164.15","163.45","164.21","221.20","84.90",18465737,"3,032,338,894.75",102809
"21-Sep-2020","EQ","179.40","180.70","163.10","179.50","166.50","167.15","170.48","221.20","84.90",26163752,"4,460,324,930.15",174984
"18-Sep-2020","EQ","177.45","182.20","176.55","175.85","179.40","179.50","179.53","221.20","84.90",28529345,"5,121,886,355.75",120413
"17-Sep-2020","EQ","182.70","182.70","175.35","183.80","175.80","175.85","177.42","221.20","84.90",18644374,"3,307,805,797.95",97835
"16-Sep-2020","EQ","177.10","184.60","175.45","176.75","183.65","183.80","181.24","221.20","84.90",14453137,"2,619,532,197.40",76272
"15-Sep-2020","EQ","177.40","179.35","174.50","175.80","176.90","176.75","177.36","221.20","84.90",10726850,"1,902,535,780.25",52616
"14-Sep-2020","EQ","179.00","180.50","174.60","178.65","175.00","175.80","177.23","221.20","84.90",11606088,"2,056,911,505.55",82936
"11-Sep-2020","EQ","178.70","180.00","174.80","176.65","178.05","178.65","177.31","221.20","84.90",15780825,"2,798,101,791.35",95137
"10-Sep-2020","EQ","185.00","185.30","173.35","182.80","177.45","176.65","177.92","221.20","84.90",19155966,"3,408,273,791.10",121855
"09-Sep-2020","EQ","177.35","183.80","171.75","180.25","183.15","182.80","177.42","221.20","84.90",22609547,"4,011,346,344.20",107930
"08-Sep-2020","EQ","188.20","188.20","179.55","187.50","180.00","180.25","184.62","221.20","84.90",9202591,"1,698,988,202.25",53629
"07-Sep-2020","EQ","188.30","191.50","186.60","188.30","187.30","187.50","188.47","221.20","84.90",6839485,"1,289,068,215.25",49817
"04-Sep-2020","EQ","188.05","194.00","184.85","192.00","188.85","188.30","189.95","221.20","84.90",16805286,"3,192,088,096.80",119727
"03-Sep-2020","EQ","196.15","196.15","191.55","196.20","191.95","192.00","192.52","221.20","84.90",11311035,"2,177,649,141.75",60209
"02-Sep-2020","EQ","194.00","196.90","192.55","194.05","196.25","196.20","194.92","221.20","84.90",11184434,"2,180,043,911.85",79996
"01-Sep-2020","EQ","185.20","195.45","185.00","185.25","195.00","194.05","192.18","221.20","84.90",24334798,"4,676,615,207.50",158179
"31-Aug-2020","EQ","195.00","197.00","184.25","193.80","184.70","185.25","189.53","221.20","84.90",17662267,"3,347,535,652.80",96407
"28-Aug-2020","EQ","195.10","196.15","193.00","194.90","193.90","193.80","194.40","221.20","84.90",8153155,"1,584,998,583.40",62150
"27-Aug-2020","EQ","193.50","195.65","192.60","193.50","194.50","194.90","194.49","221.20","84.90",7659883,"1,489,780,128.70",52691
"26-Aug-2020","EQ","192.00","195.00","191.25","191.30","193.50","193.50","193.11","221.20","84.90",8427750,"1,627,442,288.95",45548
"25-Aug-2020","EQ","195.40","196.40","190.05","193.30","191.60","191.30","192.57","221.20","84.90",13440054,"2,588,165,331.70",77605
"24-Aug-2020","EQ","197.45","197.80","192.45","196.25","194.15","193.30","194.45","221.20","84.90",10628935,"2,066,824,747.85",68895
"21-Aug-2020","EQ","201.75","203.15","195.35","199.00","195.80","196.25","199.12","221.20","84.90",18333749,"3,650,542,100.90",94922
"20-Aug-2020","EQ","193.05","202.35","192.45","196.80","198.75","199.00","199.02","221.20","84.90",28492195,"5,670,390,372.35",111432
"19-Aug-2020","EQ","196.85","197.65","194.30","196.00","196.75","196.80","196.03","221.20","84.90",16328384,"3,200,774,031.95",75040
"18-Aug-2020","EQ","193.20","197.25","192.05","192.55","195.80","196.00","194.64","221.20","84.90",20401537,"3,970,862,615.20",112204
"17-Aug-2020","EQ","185.15","193.45","184.25","184.95","193.20","192.55","189.31","221.20","84.90",25968794,"4,916,112,294.50",129717
"14-Aug-2020","EQ","184.35","189.45","180.60","183.55","183.80","184.95","185.17","221.20","84.90",28520588,"5,281,284,936.15",122313
"13-Aug-2020","EQ","178.00","184.60","178.00","175.80","183.20","183.55","182.67","221.20","84.90",26526487,"4,845,640,352.75",122001
"12-Aug-2020","EQ","177.35","177.35","172.70","178.95","176.20","175.80","174.43","221.20","84.90",17437082,"3,041,464,264.00",99669
"11-Aug-2020","EQ","180.00","186.60","178.00","178.60","178.70","178.95","182.90","221.20","84.90",30405570,"5,561,127,901.70",134447
"10-Aug-2020","EQ","176.90","179.00","174.40","177.60","178.60","178.60","176.73","221.20","84.90",9379771,"1,657,669,477.45",49279
"07-Aug-2020","EQ","176.45","179.00","175.35","178.00","177.40","177.60","177.51","221.20","84.90",10117776,"1,796,054,175.95",52395
"06-Aug-2020","EQ","178.00","178.90","174.20","175.75","178.05","178.00","176.47","221.20","84.90",23198187,"4,093,837,428.30",106626
"05-Aug-2020","EQ","163.90","177.40","163.50","162.35","177.10","175.75","172.17","221.20","84.90",47894902,"8,246,303,353.60",190173
"04-Aug-2020","EQ","162.00","164.60","160.75","161.35","162.00","162.35","162.63","221.20","84.90",13653474,"2,220,527,490.90",71236
"03-Aug-2020","EQ","163.10","167.50","160.75","163.10","161.10","161.35","164.19","221.20","84.90",16525231,"2,713,289,217.30",68434
"31-Jul-2020","EQ","161.90","164.50","159.60","162.00","164.00","163.10","161.86","221.20","84.90",9872796,"1,598,004,422.80",51131
"30-Jul-2020","EQ","164.95","165.70","160.00","164.05","161.10","162.00","163.12","221.20","84.90",8980592,"1,464,894,317.35",69334
"29-Jul-2020","EQ","164.30","168.50","163.30","164.70","164.35","164.05","166.24","221.20","84.90",15846640,"2,634,418,934.45",85099
"28-Jul-2020","EQ","158.55","165.25","158.55","158.20","164.20","164.70","162.62","221.20","84.90",15539141,"2,527,039,611.25",83692
"27-Jul-2020","EQ","157.00","159.80","154.60","156.20","157.85","158.20","158.01","221.20","84.90",12745526,"2,013,906,092.90",60026
"24-Jul-2020","EQ","159.95","160.95","154.30","162.00","156.40","156.20","156.50","221.20","84.90",15793429,"2,471,689,010.30",75118
"23-Jul-2020","EQ","160.70","162.45","159.70","159.90","161.95","162.00","161.28","221.20","84.90",8258361,"1,331,922,477.30",37655
"22-Jul-2020","EQ","160.55","163.90","157.40","160.00","160.05","159.90","161.05","221.20","84.90",17455793,"2,811,303,844.00",84654
"21-Jul-2020","EQ","162.85","163.00","157.55","160.90","159.90","160.00","159.34","221.20","84.90",13098794,"2,087,204,772.15",74493
"20-Jul-2020","EQ","162.20","162.95","159.65","162.15","160.95","160.90","161.11","221.20","84.90",14067880,"2,266,525,339.80",84712
"17-Jul-2020","EQ","166.50","169.10","161.15","166.05","162.90","162.15","164.95","221.20","84.90",14372019,"2,370,631,448.05",92806
"16-Jul-2020","EQ","164.90","166.80","161.05","165.40","165.30","166.05","163.90","221.20","84.90",12768487,"2,092,727,090.35",76906
"15-Jul-2020","EQ","166.35","168.50","164.50","163.80","165.10","165.40","166.71","221.20","84.90",11233336,"1,872,675,885.30",58796
"14-Jul-2020","EQ","167.70","168.70","161.95","169.25","163.55","163.80","164.91","221.20","84.90",16396527,"2,704,031,664.50",106470
"13-Jul-2020","EQ","165.30","170.50","164.10","163.70","169.90","169.25","167.28","221.20","84.90",21894781,"3,662,656,693.00",111389
"10-Jul-2020","EQ","163.70","164.50","160.35","164.80","163.95","163.70","162.43","221.20","84.90",16256682,"2,640,637,543.80",75460
"09-Jul-2020","EQ","157.00","166.45","156.90","155.00","165.20","164.80","162.80","221.20","84.90",45180721,"7,355,228,227.40",209675
"08-Jul-2020","EQ","152.75","158.00","152.40","152.30","155.40","155.00","155.36","221.20","84.90",18306904,"2,844,127,152.15",84789
"07-Jul-2020","EQ","155.00","156.90","151.80","154.35","152.30","152.30","153.87","221.20","84.90",13160147,"2,024,891,446.50",75720
"06-Jul-2020","EQ","147.80","155.15","147.10","146.40","154.70","154.35","152.68","221.20","84.90",24254507,"3,703,220,169.90",121377
"03-Jul-2020","EQ","148.60","149.45","144.55","147.75","146.15","146.40","146.05","221.20","84.90",10780269,"1,574,411,837.20",65163
"02-Jul-2020","EQ","148.90","150.30","146.75","147.55","147.90","147.75","148.14","221.20","84.90",9519998,"1,410,306,321.80",62124
"01-Jul-2020","EQ","147.50","148.85","144.50","146.20","147.70","147.55","147.10","221.20","84.90",8255408,"1,214,346,723.70",50509
"30-Jun-2020","EQ","148.00","151.60","145.20","145.85","147.35","146.20","148.73","221.20","84.90",14655359,"2,179,737,649.60",75173
"29-Jun-2020","EQ","149.45","149.45","143.30","151.05","146.30","145.85","145.39","221.20","84.90",13110762,"1,906,186,898.25",90938
"26-Jun-2020","EQ","149.00","152.00","148.20","146.60","150.80","151.05","149.97","221.20","84.90",12107609,"1,815,755,896.90",63002
"25-Jun-2020","EQ","149.00","152.30","144.60","151.40","147.85","146.60","148.36","221.20","84.90",18500713,"2,744,681,719.10",104666
"24-Jun-2020","EQ","159.40","160.10","150.45","158.35","151.10","151.40","155.86","221.20","84.90",15918298,"2,481,015,953.00",89844
"23-Jun-2020","EQ","152.90","159.50","150.60","150.10","158.25","158.35","155.93","221.20","84.90",22570976,"3,519,379,455.00",108997
"22-Jun-2020","EQ","150.90","151.45","149.00","151.05","150.10","150.10","150.03","221.20","84.90",8037341,"1,205,819,446.10",50757
"19-Jun-2020","EQ","152.35","152.35","148.50","150.80","150.75","151.05","150.64","221.20","84.90",14631329,"2,204,099,591.85",66476
"18-Jun-2020","EQ","148.45","151.40","147.30","148.00","150.55","150.80","149.50","221.20","84.90",9858458,"1,473,822,343.45",57615
"17-Jun-2020","EQ","149.70","152.10","147.20","150.10","147.60","148.00","149.44","221.20","84.90",13573299,"2,028,329,305.00",69589
"16-Jun-2020","EQ","149.90","154.60","146.90","145.80","149.85","150.10","151.42","221.20","84.90",28477572,"4,311,946,730.25",142967
"15-Jun-2020","EQ","149.05","152.35","143.75","146.05","146.40","145.80","147.63","221.20","84.90",34911162,"5,154,094,482.05",149770
"12-Jun-2020","EQ","138.00","146.85","136.20","144.40","145.90","146.05","143.17","221.20","84.90",15804922,"2,262,845,156.45",76623
"11-Jun-2020","EQ","145.90","147.45","142.45","146.95","145.85","144.40","144.62","221.20","84.90",12532830,"1,812,505,821.60",69539
"10-Jun-2020","EQ","143.90","148.00","141.80","142.60","147.00","146.95","145.56","221.20","84.90",17278403,"2,515,082,471.75",98823
"09-Jun-2020","EQ","148.00","150.35","141.20","146.35","142.50","142.60","146.73","221.20","84.90",19223809,"2,820,688,765.65",95518
"08-Jun-2020","EQ","155.00","155.85","145.50","149.25","146.90","146.35","149.95","221.20","84.90",16212010,"2,431,008,580.55",81350
"05-Jun-2020","EQ","143.80","151.00","143.40","142.65","149.80","149.25","149.00","221.20","84.90",21825146,"3,251,854,586.55",116072
"04-Jun-2020","EQ","143.30","144.65","138.35","143.35","143.85","142.65","141.93","221.20","84.90",11358324,"1,612,071,924.55",61466
"03-Jun-2020","EQ","142.90","146.80","142.30","141.15","143.90","143.35","144.79","221.20","84.90",12470626,"1,805,618,314.50",109048
"02-Jun-2020","EQ","140.90","143.50","138.85","139.15","140.95","141.15","141.06","221.20","84.90",12836275,"1,810,627,343.60",69820
"01-Jun-2020","EQ","141.90","145.45","138.55","138.85","139.20","139.15","142.40","221.20","84.90",14504825,"2,065,495,332.15",100355
"29-May-2020","EQ","135.95","141.15","134.60","138.40","138.45","138.85","137.46","221.20","84.90",19390844,"2,665,498,692.40",87292
"28-May-2020","EQ","134.40","139.40","133.60","133.30","138.35","138.40","137.53","221.20","84.90",21951352,"3,018,964,335.45",122928
"27-May-2020","EQ","130.40","134.80","130.00","129.10","132.80","133.30","133.24","221.20","84.90",32423472,"4,320,261,177.55",153848
"26-May-2020","EQ","125.55","130.45","125.50","124.85","128.55","129.10","129.03","221.20","84.90",18786955,"2,424,067,081.30",106291
"22-May-2020","EQ","126.50","126.50","123.60","129.50","124.40","124.85","124.80","221.20","84.90",17059557,"2,128,978,117.40",86482
"21-May-2020","EQ","121.40","130.75","120.65","120.80","127.80","129.50","127.29","221.20","84.90",34325678,"4,369,386,439.10",177893
"20-May-2020","EQ","117.30","121.95","116.25","117.30","121.40","120.80","119.39","221.20","84.90",8718400,"1,040,859,304.25",44125
"19-May-2020","EQ","117.75","120.40","116.55","115.35","117.05","117.30","118.74","221.20","84.90",15916452,"1,889,905,978.45",59204
"18-May-2020","EQ","120.55","121.00","114.30","119.25","115.70","115.35","116.46","221.20","84.90",14500151,"1,688,625,703.80",80177
"15-May-2020","EQ","118.40","120.90","117.40","117.20","118.95","119.25","119.27","221.20","84.90",12510164,"1,492,063,225.45",71757
